"canonical_product_id","name","shop","date","original_price","promotion_price","match_status"
"prod_28af3758572fbd36","Скраб для тела Synergetic Эластичность и сияние кожи, сандал и ягоды можжевельника, 300 мл","magnit","2026-09-17 14:43:16.367",499.99,387.99,"provisional"
"prod_28af3758572fbd36","Скраб для тела Synergetic Эластичность и сияние кожи, сандал и ягоды можжевельника, 300 мл","magnit","2026-09-17 14:53:18.573",499.99,387.99,"provisional"
"prod_28af3758572fbd36","Скраб для тела Synergetic Эластичность и сияние кожи, сандал и ягоды можжевельника, 300 мл","magnit","2026-09-17 15:03:19.688",499.99,387.99,"provisional"
"prod_28af3758572fbd36","Скраб для тела Synergetic Эластичность и сияние кожи, сандал и ягоды можжевельника, 300 мл","magnit","2026-09-17 15:13:20.518",499.99,387.99,"provisional"
"prod_28af3758572fbd36","Скраб для тела Synergetic Эластичность и сияние кожи, сандал и ягоды можжевельника, 300 мл","magnit","2026-09-17 15:23:21.447",499.99,387.99,"provisional"
"prod_28af3758572fbd36","Скраб для тела Synergetic Эластичность и сияние кожи, сандал и ягоды можжевельника, 300 мл","magnit","2026-09-17 16:31:12.508",499.99,387.99,"provisional"
"prod_28af3758572fbd36","Скраб для тела Synergetic Эластичность и сияние кожи, сандал и ягоды можжевельника, 300 мл","magnit","2026-09-17 16:41:13.539",499.99,387.99,"provisional"
"prod_292c0faabb283463","Sumptuous Extreme Mascara Тушь для ресниц","iledebeaute","2026-09-17 15:05:59.507",5300,3180,"provisional"
"prod_292c0faabb283463","Sumptuous Extreme Mascara Тушь для ресниц","iledebeaute","2026-09-17 15:16:59.441",5300,3180,"provisional"
"prod_292c0faabb283463","Sumptuous Extreme Mascara Тушь для ресниц","iledebeaute","2026-09-17 15:28:16.238",5300,3180,"provisional"
"prod_292c0faabb283463","Sumptuous Extreme Mascara Тушь для ресниц","iledebeaute","2026-09-17 16:37:01.840",5300,3180,"provisional"
"prod_2d3521aac6d1ac49","GOLDEN EYESHADOW PALETTE Палетка теней","iledebeaute","2026-09-17 15:05:53.936",11210,7847,"provisional"
"prod_2d3521aac6d1ac49","GOLDEN EYESHADOW PALETTE Палетка теней","iledebeaute","2026-09-17 15:16:54.017",11210,7847,"provisional"
"prod_2d3521aac6d1ac49","GOLDEN EYESHADOW PALETTE Палетка теней","iledebeaute","2026-09-17 15:28:10.721",11210,7847,"provisional"
"prod_2d3521aac6d1ac49","GOLDEN EYESHADOW PALETTE Палетка теней","iledebeaute","2026-09-17 16:36:56.930",11210,7847,"provisional"
"prod_2eca1dfabfaa0852","Пудра для лица `MIXIT` MINERAL POWDER фиксирующая минеральная","podruzhka","2026-09-17 15:05:45.833",978,451,"provisional"
"prod_2eca1dfabfaa0852","Пудра для лица `MIXIT` MINERAL POWDER фиксирующая минеральная","podruzhka","2026-09-17 15:15:50.158",978,451,"provisional"
"prod_2eca1dfabfaa0852","Пудра для лица `MIXIT` MINERAL POWDER фиксирующая минеральная","podruzhka","2026-09-17 15:25:54.197",978,451,"provisional"
"prod_2eca1dfabfaa0852","Пудра для лица `MIXIT` MINERAL POWDER фиксирующая минеральная","podruzhka","2026-09-17 16:33:47.595",978,451,"provisional"
"prod_2fc96355426d7093","Салат Филадельфия с филе‑кусочками форели радужной слабосоленой РЕСТО ШИК , 180г","lenta","2026-09-17 14:44:03.914",136.89,129.99,"provisional"
"prod_2fc96355426d7093","Салат Филадельфия с филе‑кусочками форели радужной слабосоленой РЕСТО ШИК , 180г","lenta","2026-09-17 14:55:18.658",136.89,129.99,"provisional"
"prod_2fc96355426d7093","Салат Филадельфия с филе‑кусочками форели радужной слабосоленой РЕСТО ШИК , 180г","lenta","2026-09-17 15:06:40.161",136.89,129.99,"provisional"
"prod_2fc96355426d7093","Салат Филадельфия с филе‑кусочками форели радужной слабосоленой РЕСТО ШИК , 180г","lenta","2026-09-17 15:17:55.068",136.89,129.99,"provisional"
"prod_2fc96355426d7093","Салат Филадельфия с филе‑кусочками форели радужной слабосоленой РЕСТО ШИК , 180г","lenta","2026-09-17 16:37:49.937",136.89,129.99,"provisional"
"prod_33074871efec343b","NUDE MINI Палетка теней","iledebeaute","2026-09-17 15:06:02.406",4370,2185,"provisional"
"prod_33074871efec343b","NUDE MINI Палетка теней","iledebeaute","2026-09-17 15:17:02.256",4370,2185,"provisional"
"prod_33074871efec343b","NUDE MINI Палетка теней","iledebeaute","2026-09-17 15:28:19.038",4370,2185,"provisional"
"prod_33074871efec343b","NUDE MINI Палетка теней","iledebeaute","2026-09-17 16:37:04.319",4370,2185,"provisional"
"prod_350ba040c014fdf1","Стиральная машина Gressel UWC301 белый","holodilnik","2026-09-17 15:05:38.992",33999,22299,"provisional"
"prod_350ba040c014fdf1","Стиральная машина Gressel UWC301 белый","holodilnik","2026-09-17 15:15:40.492",33999,22299,"provisional"
